"","Old.number","Current.number","Plot","Subplot","a.2006..n.2011..nv.2016","Exclude","Added","Alive2006","Alive2011","Alive2016","Family","Species..names.not.updated.","C.Cerrado..G.generalist.","Shade.Tolerance","H.2016.m","DAP1.16","DAP2.16","DAP3.16","DAP4.16","DAP5.16","DAP6.16","DAP7.16","G2016..m2.","dg2016..cm.","H.2011..m.","DAP.1.11","DAP2.11","DAP3.11","DAP4.11","DAP5.11","DAP6.11","DAP7.11","G2011..m2.","dg.2011..cm.","H.2006","DAP1.06","DAP2.06","DAP3.06","DAP4.06","DAP5.06","DAP6.06","DAP7.06","G2006..m2.","dg2006..cm.","dg.2006.cm","dg.2011.cm","dg.2016.cm","dbh.annual.increment.cm._10.years","Code","BA.above2006","BA.above2011","Died2011","Died2016","TBA.2006.m2ha.1","TBA.2011.m2.ha.1","Total.sand..","Clay..","Silt..","Coarse.sand..","Fine.sand..","Base.saturation.V..0.20cm","clay.silt..","Fine.sand.clay.silt","Areia.Grossa","Base.saturation.V..60.80cm","Canopy.cover..","Canopy.oppeness..","Transprecipitation.2006..","soil.humidity.0.20cm..","Diameter.increment.cm.yr","PC1","PC2"
"5710",NA,"4309","14","9","nv",NA,"2016",NA,NA,"v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","6","6.2",NA,NA,NA,NA,NA,NA,"0.003","6.2",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6.2,NA,"OCCO",0,0,NA,"n",6.76,12.01158891,56.31,10.78,2.22,44.68,42.31,10.6,13,55.3,44.68,13.2,65.285,34.72,96.98,0.22,0.38,-1.69373799955675,0.526169934250018
"5711",NA,"4308","14","9","nv",NA,"2016",NA,NA,"v","ANACARDIACEAE","Tapirira guianensis Aubl.","G","T","6","6",NA,NA,NA,NA,NA,NA,"0.0028","6",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6,NA,"TAGU",0,0,NA,"n",6.76,12.01158891,56.31,10.78,2.22,44.68,42.31,10.6,13,55.3,44.68,13.2,65.285,34.72,96.98,0.22,0.38,-1.69373799955675,0.526169934250018
"5712",NA,"4310","14","9","nv",NA,"2016",NA,NA,"v","ANACARDIACEAE","Tapirira guianensis Aubl.","G","T","8","7.9",NA,NA,NA,NA,NA,NA,"0.0049","7.9",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,7.9,NA,"TAGU",0,0,NA,"n",6.76,12.01158891,56.31,10.78,2.22,44.68,42.31,10.6,13,55.3,44.68,13.2,65.285,34.72,96.98,0.22,0.38,-1.69373799955675,0.526169934250018
"5713",NA,"4307","14","9","nv",NA,"2016",NA,NA,"v","ANACARDIACEAE","Tapirira guianensis Aubl.","G","T","7","5.6",NA,NA,NA,NA,NA,NA,"0.0025","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.6,NA,"TAGU",0,0,NA,"n",6.76,12.01158891,56.31,10.78,2.22,44.68,42.31,10.6,13,55.3,44.68,13.2,65.285,34.72,96.98,0.22,0.38,-1.69373799955675,0.526169934250018
"5714",NA,"4305","14","10","nv",NA,"2016",NA,NA,"v","MYRTACEAE","Myrcia multiflora (Lam.) DC.","G","T","4","5.5","5.3",NA,NA,NA,NA,NA,"0.0046","7.6",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,7.64,NA,"MYMU",0,0,NA,"n",6.76,12.01158891,56.31,10.78,2.22,44.68,42.31,10.6,13,55.3,44.68,13.2,65.285,34.72,96.98,0.22,0.38,-1.69373799955675,0.526169934250018
"5715",NA,"4396","14","10","nv",NA,"2016",NA,NA,"v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","4","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"OCCO",0,0,NA,"n",6.76,12.01158891,56.31,10.78,2.22,44.68,42.31,10.6,13,55.3,44.68,13.2,65.285,34.72,96.98,0.22,0.38,-1.69373799955675,0.526169934250018
"5716",NA,"4392","14","10","nv",NA,"2016",NA,NA,"v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","4.5","5.2",NA,NA,NA,NA,NA,NA,"0.0021","5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.2,NA,"OCCO",0,0,NA,"n",6.76,12.01158891,56.31,10.78,2.22,44.68,42.31,10.6,13,55.3,44.68,13.2,65.285,34.72,96.98,0.22,0.38,-1.69373799955675,0.526169934250018
"5717",NA,"6418","15","1","nv",NA,"2016",NA,NA,"v","MYRTACEAE","Myrcia guianensis (Aubl.) DC.","G","T","3","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,0,5,NA,"MYGU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5718",NA,"1550","15","1","nv",NA,"2016",NA,NA,"v","MYRTACEAE","Myrcia multiflora (Lam.) DC.","G","T","6","5.8","7.1",NA,NA,NA,NA,NA,"0.0066","9.2",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,9.17,NA,"MYMU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5719",NA,"1510","15","1","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","5","5.8",NA,NA,NA,NA,NA,NA,"0.0026","5.8",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.8,NA,"XYAR",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5720",NA,"1501","15","1","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","6","6",NA,NA,NA,NA,NA,NA,"0.0028","6",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6,NA,"VOTU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5721",NA,"1511","15","1","nv",NA,"2016",NA,NA,"v","MYRSINACEAE","Rapanea umbellata (Mart.) Mez.","G","T","6","5.7",NA,NA,NA,NA,NA,NA,"0.0026","5.7",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.7,NA,"RAUM",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5722",NA,"4337","15","2","nv",NA,"2016",NA,NA,"v","MYRSINACEAE","Rapanea umbellata (Mart.) Mez.","G","T","4","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"RAUM",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5723",NA,"4216","15","2","nv",NA,"2016",NA,NA,"v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","7","5.9",NA,NA,NA,NA,NA,NA,"0.0027","5.9",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.9,NA,"OCCO",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5724",NA,"4217","15","3","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","6","7",NA,NA,NA,NA,NA,NA,"0.0038","7",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,7,NA,"VOTU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5725",NA,"1516","15","3","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","6","6.5",NA,NA,NA,NA,NA,NA,"0.0033","6.5",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6.5,NA,"VOTU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5726",NA,"1517","15","3","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","5","5.4",NA,NA,NA,NA,NA,NA,"0.0023","5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.4,NA,"XYAR",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5727",NA,"1518","15","3","nv",NA,"2016",NA,NA,"v","MYRSINACEAE","Rapanea umbellata (Mart.) Mez.","G","T","7","6",NA,NA,NA,NA,NA,NA,"0.0028","6",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6,NA,"RAUM",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5728",NA,"1544","15","3","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","6","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"XYAR",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5729",NA,"1537","15","3","nv",NA,"2016",NA,NA,"v","FABACEAE","Copaifera langsdorffii Desf.","G","T","8","5.9",NA,NA,NA,NA,NA,NA,"0.0027","5.9",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.9,NA,"COLA",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5730",NA,"4537","15","4","nv",NA,"2016",NA,NA,"v","MYRTACEAE","Myrcia multiflora (Lam.) DC.","G","T","5","6",NA,NA,NA,NA,NA,NA,"0.0028","6",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6,NA,"MYMU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5731",NA,"1535","15","4","nv",NA,"2016",NA,NA,"v","MYRSINACEAE","Rapanea umbellata (Mart.) Mez.","G","T","5","5.9",NA,NA,NA,NA,NA,NA,"0.0027","5.9",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.9,NA,"RAUM",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5732",NA,"4240","15","4","nv",NA,"2016",NA,NA,"v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","6","6.5",NA,NA,NA,NA,NA,NA,"0.0033","6.5",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6.5,NA,"OCCO",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5733",NA,"1539","15","4","nv",NA,"2016",NA,NA,"v","MYRSINACEAE","Rapanea umbellata (Mart.) Mez.","G","T","5","5.2",NA,NA,NA,NA,NA,NA,"0.0021","5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.2,NA,"RAUM",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5734",NA,"1513","15","4","nv",NA,"2016",NA,NA,"v","MYRSINACEAE","Rapanea umbellata (Mart.) Mez.","G","T","6","5.5",NA,NA,NA,NA,NA,NA,"0.0024","5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.5,NA,"RAUM",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5735",NA,"1533","15","4","nv",NA,"2016",NA,NA,"v","MYRTACEAE","Myrcia venulosa DC.","G","T","6","5.2",NA,NA,NA,NA,NA,NA,"0.0021","5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.2,NA,"MYVE",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5736",NA,"4274","15","4","nv",NA,"2016",NA,NA,"v","ANACARDIACEAE","Tapirira guianensis Aubl.","G","T","8","5.6",NA,NA,NA,NA,NA,NA,"0.0025","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.6,NA,"TAGU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5737",NA,"4549","15","5","nv",NA,"2016",NA,NA,"v","BIGNONIACEAE","Cybistax antisyphilitica (MART.) MART.","C","I","4","5.4",NA,NA,NA,NA,NA,NA,"0.0023","5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.4,NA,"CY(M",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5738",NA,"4567","15","5","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Qualea cordata (Mart.) Spreng.","C","I","4.5","5.8",NA,NA,NA,NA,NA,NA,"0.0026","5.8",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.8,NA,"QUCO",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5739",NA,"4333","15","5","nv",NA,"2016",NA,NA,"v","MYRTACEAE","Myrcia multiflora (Lam.) DC.","G","T","4.5","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"MYMU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5740",NA,"4224","15","5","nv",NA,"2016",NA,NA,"v","EUPHORBIACEAE","Pera obovata (Klotzsch) Baill.","G","T","5","5.4",NA,NA,NA,NA,NA,NA,"0.0023","5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.4,NA,"PEOB",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5741",NA,"4529","15","5","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Qualea cordata (Mart.) Spreng.","C","I","5","5.4",NA,NA,NA,NA,NA,NA,"0.0023","5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.4,NA,"QUCO",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5742",NA,"4562","15","5","nv",NA,"2016",NA,NA,"v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T","8","8",NA,NA,NA,NA,NA,NA,"0.005","8",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,8,NA,"OCCO",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5743",NA,"4561","15","6","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","4","5.2",NA,NA,NA,NA,NA,NA,"0.0021","5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.2,NA,"VOTU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5744",NA,"4515","15","6","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","5","6.2",NA,NA,NA,NA,NA,NA,"0.003","6.2",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6.2,NA,"XYAR",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5745",NA,"4260","15","6","nv",NA,"2016",NA,NA,"v","MALPIGHIACEAE","Byrsonima laxiflora Griseb. ","G","T","6","5.4",NA,NA,NA,NA,NA,NA,"0.0023","5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.4,NA,"BYLA",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5746",NA,"1531","15","7","nv",NA,"2016",NA,NA,"v","MYRSINACEAE","Rapanea umbellata (Mart.) Mez.","G","T","5","5.5","5.7",NA,NA,NA,NA,NA,"0.0049","7.9",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,7.92,NA,"RAUM",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5747",NA,"1534","15","7","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","6","8.8",NA,NA,NA,NA,NA,NA,"0.0061","8.8",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,8.8,NA,"VOTU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5748",NA,"1514","15","7","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","4","5.3",NA,NA,NA,NA,NA,NA,"0.0022","5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.3,NA,"VOTU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5749",NA,"4249","15","7","nv",NA,"2016",NA,NA,"v","MYRTACEAE","Myrcia multiflora (Lam.) DC.","G","T","4.5","5.9",NA,NA,NA,NA,NA,NA,"0.0027","5.9",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.9,NA,"MYMU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5750",NA,"1506","15","7","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","5","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"VOTU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5751",NA,"1524","15","8","nv",NA,"2016",NA,NA,"v","MYRTACEAE","Myrcia multiflora (Lam.) DC.","G","T","5","5.7",NA,NA,NA,NA,NA,NA,"0.0026","5.7",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.7,NA,"MYMU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5752",NA,"4210","15","8","nv",NA,"2016",NA,NA,"v","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I","5","5.2",NA,NA,NA,NA,NA,NA,"0.0021","5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.2,NA,"VOTU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5753",NA,"4569","15","9","nv",NA,"2016",NA,NA,"v","MYRTACEAE","Psidium pohlianum","C","I","4","6",NA,NA,NA,NA,NA,NA,"0.0028","6",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,6,NA,"PSPO",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5754",NA,"1520","15","9","nv",NA,"2016",NA,NA,"v","ASTERACEAE","Gochnatia polymorpha (Less.) Cabrera","G","I","6","7.5",NA,NA,NA,NA,NA,NA,"0.0044","7.5",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,7.5,NA,"GOPO",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5755",NA,"1522","15","9","nv",NA,"2016",NA,NA,"v","FABACEAE","Copaifera langsdorffii Desf.","G","T","5","5.4",NA,NA,NA,NA,NA,NA,"0.0023","5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5.4,NA,"COLA",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5756",NA,"1521","15","9","nv",NA,"2016",NA,NA,"v","FABACEAE","Machaerium acutifolium Vogel","C","I","5","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"MAAC",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5757",NA,"1530","15","9","nv",NA,"2016",NA,NA,"v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I","6","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"XYAR",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
"5758",NA,"1526","15","9","nv",NA,"2016",NA,NA,"v","EUPHORBIACEAE","Maprounea guianensis Aubl.","G","T","7","5",NA,NA,NA,NA,NA,NA,"0.002","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,NA,5,NA,"MAGU",0,0,NA,"n",9.72,13.20867709,55.76,11.22,1.96,46.06,40.76,8.8,13.2,53.9,46.06,13,67.092,32.91,94.47,0.35,0.29,-1.11490581422796,-0.108480816384553
